customer_id,snapshot,inferred_interval,interval_confidence,interval_reason,recommendation,reason,detail,auto_decided,churn_probability,expected_dollar_churn,decision_reason,with_recommendation,with_p_churn,with_decision_reason,without_recommendation,without_p_churn,without_decision_reason,recommendations_agree,comparison_narrative,model_version,n_events,median_gap_days
WHNTS85OLljy12Tq,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.982,191.94,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.982,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.2% (with=98%, without=97%).",20260712_032913,10,1.0
ERUHVgyoRbu0J4Fg,2025-03-05,monthly,0.7074,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 27 days, which matches monthly billing (about every month) across 2 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **71%**.",No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9656,0.0,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (71%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9656,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (71%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9697,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (71%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.4% (with=97%, without=97%).",20260712_032913,3,27.0
6cjyKdMv3wmuOkBc,2025-03-05,monthly,0.4652,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 33 days, which matches monthly billing (about every month) across 2 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks fairly regular Confidence in this label is **47%**.",Review,low_interval_confidence,interval_confidence 0.47 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.9015,24.88,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 47% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9015,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 47% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9159,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 47% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by -1.4% (with=90%, without=92%).",20260712_032913,3,33.0
go05lJwyzXRksao3,2025-03-05,monthly,0.9555,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 31 days, which matches monthly billing (about every month) across 20 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **96%**.",No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9685,353.16,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (96%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9685,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (96%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9697,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (96%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.1% (with=97%, without=97%).",20260712_032913,21,31.0
IQtlW4HfnKh9XskV,2025-03-05,monthly,0.9512,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 31 days, which matches monthly billing (about every month) across 24 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **95%**.",Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.45, No-Go>= 0.70.",false,0.6331,430.47,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **63%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.6331,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **63%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.6091,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **61%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +2.4% (with=63%, without=61%).",20260712_032913,25,31.0
lHXwI5hk91sYFkvZ,2025-03-05,one_time_candidate,0.9475,We inferred **looks like a one-time / non-recurring charge pattern** because there is essentially a single invoice followed by a long quiet period with no repeat billing Confidence in this label is **95%**.,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9861,0.0,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (95%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9861,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (95%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9697,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (95%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +1.6% (with=99%, without=97%).",20260712_032913,1,
gQpEa6o4LoyyP13G,2025-03-05,monthly,0.6857,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 27 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **69%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9948,29.8,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (69%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9948,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (69%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9956,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **100%** (high risk). That sits above the No-Go threshold, and interval confidence (69%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=100%).",20260712_032913,28,1.0
WWA7Bq4piqHK67cg,2025-03-05,monthly,0.528,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 10 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **53%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.99,95.7,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (53%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.99,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (53%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (53%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.3% (with=99%, without=99%).",20260712_032913,11,1.0
f4r5fdmOJTz6CmTf,2025-03-05,monthly,0.6607,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 26 days, which matches monthly billing (about every month) across 1 observed cycle(s) (about 100% of gaps fit that pattern) Confidence in this label is **66%**.",No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.45, No-Go>= 0.70.",true,0.8031,8.12,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **80%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.8031,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **80%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.7134,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **71%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +9.0% (with=80%, without=71%).",20260712_032913,2,26.0
Srd5qsB6lJ8iTuUe,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.982,191.94,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.982,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.2% (with=98%, without=97%).",20260712_032913,10,1.0
T85fK3sQuFuCpNIQ,2025-03-05,annual,0.6635,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 1 days, which matches annual billing (about once a year) across 10 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **66%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9861,273.51,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9861,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9697,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +1.6% (with=99%, without=97%).",20260712_032913,11,1.0
5slSH4PxFp0AUhoB,2025-03-05,annual,0.6635,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 1 days, which matches annual billing (about once a year) across 10 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **66%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9861,273.51,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9861,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9697,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +1.6% (with=99%, without=97%).",20260712_032913,11,1.0
45cI3ybtrk563xDs,2025-03-05,monthly,0.9614,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 31 days, which matches monthly billing (about every month) across 25 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **96%**.",Review,borderline_churn_risk,"churn_prob 0.45 vs Continue<= 0.45, No-Go>= 0.70.",false,0.4503,208.78,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **45%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.4503,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **45%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.5812,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **58%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by -13.1% (with=45%, without=58%).",20260712_032913,26,31.0
vtjRYvM3TuxFCckH,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.6181,96.22,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.6181,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.6091,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +0.9% (with=62%, without=61%).",20260712_032913,2,1.0
8siB1UQp9AyW6ffr,2025-03-05,monthly,0.6152,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 16 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **62%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9948,5.29,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (62%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9948,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (62%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (62%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +0.2% (with=99%, without=99%).",20260712_032913,17,1.0
aw0MWNXcDlwLrTGY,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.982,191.94,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.982,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.2% (with=98%, without=97%).",20260712_032913,10,1.0
5hDyiNN62AiVEBjw,2025-03-05,monthly,0.4577,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 32 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **46%**.",Review,low_interval_confidence,interval_confidence 0.46 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.9912,59.43,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 46% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9912,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 46% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9856,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 46% for “monthly billing (about every month)”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +0.6% (with=99%, without=99%).",20260712_032913,33,1.0
k0Rsvj2XvXuFfvrK,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.9861,62.35,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9861,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9856,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +0.1% (with=99%, without=99%).",20260712_032913,10,1.0
DsPZ37zVbPrDiTzY,2025-03-05,one_time_candidate,0.95,We inferred **looks like a one-time / non-recurring charge pattern** because there is essentially a single invoice followed by a long quiet period with no repeat billing Confidence in this label is **95%**.,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.45, No-Go>= 0.70.",true,0.982,1.12,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **98%** (high risk). That sits above the No-Go threshold, and interval confidence (95%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.982,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **98%** (high risk). That sits above the No-Go threshold, and interval confidence (95%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9667,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (95%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +1.5% (with=98%, without=97%).",20260712_032913,1,
r8fI4J1tgyh6T4LU,2025-03-05,irregular,0.0892,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **9%**.,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,340.88,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 9% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 9% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 9% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +2.0% (with=99%, without=97%).",20260712_032913,11,1.0
yyx79oInf5NR8LM0,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.982,191.94,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.982,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.2% (with=98%, without=97%).",20260712_032913,10,1.0
20qlXAXfTl0oMzqm,2025-03-05,annual,0.5167,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 1 days, which matches annual billing (about once a year) across 11 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **52%**.",No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.45, No-Go>= 0.70.",true,0.982,146.27,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **98%** (high risk). That sits above the No-Go threshold, and interval confidence (52%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.982,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **98%** (high risk). That sits above the No-Go threshold, and interval confidence (52%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9856,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (52%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.4% (with=98%, without=99%).",20260712_032913,12,1.0
nsKtaxw63nZE5NNm,2025-03-05,annual,0.8653,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 366 days, which matches annual billing (about once a year) across 2 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **87%**.",Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.45, No-Go>= 0.70.",false,0.4952,299.12,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **50%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.4952,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **50%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.5812,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **58%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by -8.6% (with=50%, without=58%).",20260712_032913,3,365.5
bDKRQLNGRzWj2PlZ,2025-03-05,monthly,0.6607,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 26 days, which matches monthly billing (about every month) across 1 observed cycle(s) (about 100% of gaps fit that pattern) Confidence in this label is **66%**.",No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.45, No-Go>= 0.70.",true,0.8031,8.12,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **80%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.8031,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **80%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.7134,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **71%** (high risk). That sits above the No-Go threshold, and interval confidence (66%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +9.0% (with=80%, without=71%).",20260712_032913,2,26.0
